公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1101,台泥,2060498,1913600,1947777,7.67,5.78,13621931,13931196,-2.21
1102,亞泥,1052648,874779,1000629,20.33,5.19,6626696,6079486,9.0
1103,嘉泥,111834,107080,21754,4.43,414.08,731979,622015,17.67
1104,環球水泥,284074,223963,259270,26.83,9.56,1934694,1918916,0.82
1108,幸福水泥,294520,261528,276115,12.61,6.66,1887926,1828738,3.23
1109,信大水泥,146976,131920,126314,11.41,16.35,989839,874113,13.23
1110,東泥,142873,99248,109222,43.95,30.8,866528,830915,4.28
1201,味全公司,1394392,1323666,1272576,5.34,9.57,8657022,7904127,9.52
1203,味王公司,158154,166799,170501,-5.18,-7.24,1127343,1168099,-3.48
1210,大成長城,1946071,1795554,1868950,8.38,4.12,13102075,12933636,1.3
1213,大飲,90739,58124,84742,56.11,7.07,425121,399827,6.32
1215,卜蜂企業,1179593,1193040,1218860,-1.12,-3.22,8357201,8335610,0.25
1216,統一,4654775,4012985,5175560,15.99,-10.06,27586899,30538093,-9.66
1217,愛之味,375101,336132,372036,11.59,0.82,1835760,1825661,0.55
1218,泰山企業,817861,649803,706176,25.86,15.81,4509892,4254552,6.0
1219,福壽實業,1003085,865219,907913,15.93,10.48,5794432,5552299,4.36
1220,台榮,339992,278796,293700,21.95,15.76,1804158,1737862,3.81
1225,福懋油,977447,815853,814179,19.8,20.05,5889456,5371811,9.63
1227,佳格,985529,911580,1045427,8.11,-5.72,6860800,7176267,-4.39
1229,聯華實業,328855,305939,292551,7.49,12.4,2240298,2320150,-3.44
1231,聯華食品,523088,412767,503725,26.72,3.84,3092924,3089832,0.1
1232,大統益,1714501,1347892,1374208,27.19,24.76,9685662,9569790,1.21
1233,天仁,159894,152903,162945,4.57,-1.87,1180269,1179814,0.03
1234,黑松,634284,351972,506502,80.2,25.22,3274659,3277445,-0.08
1235,興泰,24935,23848,23443,4.55,6.36,189898,185867,2.16
1236,宏亞食品,155381,133126,158619,16.71,-2.04,1098288,1269829,-13.5
1702,南僑化工,189715,177868,185988,6.66,2.0,1354525,1310368,3.36
1737,臺鹽,175357,196474,164190,-10.74,6.8,1326500,1384326,-4.17
1301,台塑,14540823,12350718,16981645,17.73,-14.37,103309279,117966765,-12.42
1303,南亞塑膠,14749799,14556326,14163371,1.32,4.14,106410802,119968892,-11.3
1304,台聚,917800,762508,1068323,20.36,-14.08,6790023,7912147,-14.18
1305,華夏,668619,663584,817576,0.75,-18.21,4659772,5800501,-19.66
1307,三芳化工,591749,488604,494542,21.11,19.65,4023635,3980339,1.08
1308,亞聚,546229,384323,501403,42.12,8.94,3030618,4110334,-26.26
1309,台達化工,917795,892819,875583,2.79,4.82,6071924,6643759,-8.6
