公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,5540346,9134465,7983023,-39.34,-30.59,14674811,15108059,-2.86,本期合併營收較去年同期減少30.6%，主係因大陸市場水泥之銷售數量及銷售價格較去年同期分別減少35%及15%
1102,亞泥,2552357,6018213,3612692,-57.58,-29.35,8570570,7492876,14.38,-
1103,嘉泥,166638,288455,325619,-42.23,-48.82,455093,681071,-33.17,本月營收較去年同期減少主係去年同期出售容積率及本月適逢春節，工作天數較少所致。
1104,環泥,299860,486481,374052,-38.36,-19.83,786340,693051,13.46,-
1108,幸福,276936,481802,283916,-42.52,-2.45,758738,570145,33.07,-
1109,信大,149301,383780,246006,-61.09,-39.31,533081,489539,8.89,"因102年2月適逢春節,營業天數較少,致本月營收較去年同期減少。"
1110,東泥,113585,179660,129674,-36.77,-12.4,293246,245191,19.59,-
1201,味全,2065554,2293196,1852599,-9.92,11.49,4358750,3879359,12.35,-
1203,味王,505506,540783,483273,-6.52,4.6,1046289,942532,11.0,-
1210,大成,5933139,7783821,6784900,-23.77,-12.55,13716960,13486876,1.7,-
1213,大飲,61451,72725,46759,-15.5,31.42,134176,129964,3.24,-
1215,卜蜂,1308013,1570413,1347485,-16.7,-2.92,2878425,2758872,4.33,-
1216,統一,29510151,39905963,30646068,-26.05,-3.7,69416114,63722362,8.93,-
1217,愛之味,260450,284578,225102,-8.47,15.7,545028,481652,13.15,-
1218,泰山,685922,970549,662894,-29.32,3.47,1656471,1470995,12.6,-
1219,福壽,667854,964510,706437,-30.75,-5.46,1632364,1492244,9.38,-
1220,台榮,222809,266748,284100,-16.47,-21.57,489557,519470,-5.75,-
1225,福懋油,910219,1298985,1004425,-29.92,-9.37,2209204,2033371,8.64,-
1227,佳格,1146421,2774413,1056002,-58.67,8.56,3920834,3099284,26.5,-
1229,聯華,317176,508575,400794,-37.63,-20.86,825751,814038,1.43,-
1231,聯華食,351653,747250,397835,-52.94,-11.6,1098903,920141,19.42,-
1232,大統益,1389500,1881684,1440298,-26.15,-3.52,3271184,2770244,18.08,-
1233,天仁,179468,198521,141383,-9.59,26.93,377989,373092,1.31,-
1234,黑松,479548,600122,531710,-20.09,-9.81,1079670,1109660,-2.7,-
1235,興泰,13444,17529,28711,-23.3,-53.17,30972,49770,-37.76,-
1236,宏亞,145587,397763,132180,-63.39,10.14,543350,389053,39.65,-
1702,南僑,735402,1127371,766356,-34.76,-4.03,1862773,1665518,11.84,-
1737,臺鹽,162502,214216,183768,-24.14,-11.57,376718,359266,4.85,-
1301,台塑,14810319,17883085,18256709,-17.18,-18.87,32693404,32846518,-0.46,-
1303,南亞,22403745,27882460,26690985,-19.64,-16.06,50286205,50552134,-0.52,-
1304,台聚,3627236,4651654,4582339,-22.02,-20.84,8278890,8673850,-4.55,-
1305,華夏,931275,1197222,1091371,-22.21,-14.66,2128496,2325657,-8.47,-
1307,三芳,720604,866076,976237,-16.79,-26.18,1586680,1604656,-1.12,-
1308,亞聚,400351,451751,493382,-11.37,-18.85,852102,853370,-0.14,-
1309,台達化,1106901,1505631,1391170,-26.48,-20.43,2612532,2523538,3.52,-
1310,台苯,1760021,1212297,1622484,45.18,8.47,2972318,3245446,-8.41,-
1312,國喬,1862987,1737216,1968816,7.23,-5.37,3600202,3814277,-5.61,-
1313,聯成,2658513,4545953,4030191,-41.51,-34.03,7246573,6892133,5.14,-
